QID,Question,A,B,C,D,Answer,PathID,PathLen,PrScores,EdgeScores,AvgPrScore,AvgEdgeScore,,,,,,,,,,,,,,,,,PRExplanationQuality,PRExplanationNotes,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,29,4,[0.191226943194,0.002150162697,0.005649003531,0.004284338364,0.00250458555434],[0.398073756808,0.3834680645,0.8179076637,0.611528550175],0.04116300667,0.5527445088,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> plant cell -> is^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,Chloroplast is Plant cell only allows food to be made through photosynthesis./Chloroplast is Plant cell only allows food to be made through photosynthesis./chloroplast is Plant cell only allows food to be made through photosynthesis.,,3,"chloroplast plant cell,photosynthesis",,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,30,4,[0.191226943194,0.002150162697,0.005649003531,0.004415664423,0.00250458555434],[0.398073756808,0.3834680645,0.7790125808,0.58277333547],0.04118927188,0.5358319344,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> organelle -> is^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,chloroplast is organelles in plant and algae cells in which photosynthesis takes place.,,3,"chloroplast plant cell,photosynthesis",,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,31,4,[0.191226943194,0.002150162697,0.005649003531,0.003921552052,0.00250458555434],[0.398073756808,0.3834680645,0.7790125808,0.565302327385],0.04109044941,0.5314641824,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> green structure -> is^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,chloroplast is round,green structure in a plant cell that contains chlorophyll.,2,chloroplast is part of plant cell,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,32,4,[0.191226943194,0.002150162697,0.005649003531,0.007867222786,0.00250458555434],[0.398073756808,0.3834680645,1,0.651566316503],0.04187958355,0.6082770345,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> * plant -> is^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,chloroplast is *plant.,,2,chloroplast is *plant.,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,33,4,[0.191226943194,0.002150162697,0.005649003531,0.007100992451,0.00250458555434],[0.398073756808,0.3834680645,1,0.863205104093],0.04172633749,0.6611867314,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> plant cell -> can be found^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,A chloroplast can be found in a plant cell.,,2,A chloroplast can be found in a plant cell.,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,34,4,[0.191226943194,0.002150162697,0.005649003531,0.0005711680536,0.00250458555434],[0.398073756808,0.3834680645,1,0.527937397947],0.04042037261,0.5773698048,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> which -> is^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,Chloroplast is Which is found only in plant cells.,,4,Chloroplast is Which is found only in plant cells.,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,35,4,[0.191226943194,0.002150162697,0.005649003531,0.004587406501,0.00250458555434],[0.398073756808,0.3834680645,1,1.00766662447],0.0412236203,0.6973021114,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> plant cell -> is found^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,Chloroplast is Found in plant cells only./chloroplast is in plant cells only./Chloroplast is Found in plant cells only.,,4,Chloroplast is Found in plant cells only.,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,36,4,[0.191226943194,0.002150162697,0.005649003531,0.0008751651567,0.00250458555434],[0.398073756808,0.3834680645,0.7759643385,1.0],0.04048117203,0.6393765399,plant cell,-> pushes -> cell wall -> is -> plant cell -> is -> chloroplast and cell wall -> entails ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,Only in plant cell is chloroplast and cell wall.,N/A,,1,,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,37,4,[0.191226943194,0.002150162697,0.005649003531,0.003843020262,0.00250458555434],[0.398073756808,0.3834680645,0.7790125808,0.940528444832],0.04107474305,0.6252707117,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> plant cell structure -> is^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,chloroplast is a plant cell structure in which photosynthesis occurs./Chloroplast is A plant cell structure in which photosynthesis occurs.,,3?,"Chloroplast is part of plant cell,photosynthesis",,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,38,4,[0.191226943194,0.002150162697,0.005649003531,0.0004513680178,0.00250458555434],[0.398073756808,0.3834680645,1,0.420216289189],0.0403964126,0.5504395276,plant cell,-> pushes -> cell wall -> is -> plant cell -> entails -> cell organelle -> is^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,cell wall is only in a plant cell; a rigid structure that provides support for the plant cell.,N/A,Chloroplast is The cell organelles found only in algae and plant cells are.,,4,Chloroplast is The cell organelles found only in algae and plant cells are.,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,78,3,[0.191226943194,0.001318958548,0.007867222786,0.00250458555434],[0.410112657139,1,0.651566316503],0.05072942752,0.6872263245,plant cell,-> helps -> plant -> entails -> * plant -> is^-1 ->,chloroplast,Turgor pressure is The pressure inside a plant cell that helps the plant stand upright.,N/A,chloroplast is *plant.,,,,,,1,,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,90,3,[0.191226943194,0.003006763052,0.004743563318,0.00250458555434],[0.863205104093,0.7128640066,0.670341210219],0.05037046378,0.7488034403,plant cell,-> is -> cell -> entails -> plant cell -> is^-1 ->,chloroplast,plant cell is Chloroplasts can only be found in this type of cell.,N/A,Chloroplast is Part of the plant cell where photosynthesis occurs./Chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is the part of the plant cell that contains chlorophyll./chloroplast is The part of the plant cell where photosynthesis takes place./chloroplast is Part of a plant cell that captures energy from the sun to produce food./chloroplast is a part of the plant cell that uses energy from sunlight to make food.,,,,,,3?,"Chloroplast is part of plant cell,photosynthesis",,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,41,3,[0.191226943194,0.002150162697,0.004587406501,0.00250458555434],[0.398073756808,0.5804540183,1.00766662447],0.05011727449,0.6620647999,plant cell,-> pushes -> cell wall -> is found -> plant cell -> is found^-1 ->,chloroplast,Turgor Pressure is The water inside a plant cell that pushes the cell wall out./Cell Wall is Plant cell only a rigid layer in cells that give the plant its shape./cell wall is plant cell only,a rigid layer in cells that give the plant its shape.,The cell wall is found in plant cells only.,Chloroplast is Found in plant cells only./chloroplast is in plant cells only./Chloroplast is Found in plant cells only.,,,,,4,Chloroplast is Found in plant cells only.,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,92,3,[0.191226943194,0.003006763052,0.004587406501,0.00250458555434],[0.863205104093,0.7080710955,1.00766662447],0.05033142458,0.859647608,plant cell,-> is -> cell -> entails -> plant cell -> is found^-1 ->,chloroplast,plant cell is Chloroplasts can only be found in this type of cell.,N/A,Chloroplast is Found in plant cells only./chloroplast is in plant cells only./Chloroplast is Found in plant cells only.,,,,,,4,Chloroplast is Found in plant cells only.,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,110,3,[0.191226943194,0.002868426932,0.004556766445,0.00250458555434],[0.670341210219,0.9262502966,1.0],0.05028918053,0.8655305023,plant cell,-> occurs^-1 -> photosynthesis -> is -> process -> entails ->,chloroplast,Chloroplast is Part of the plant cell where photosynthesis occurs./Chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is part of the plant cell where photosynthesis occurs.,Photosynthesis is The process of producing food inside the chloroplast of a plant cell.,N/A,,,,,,1,,,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,22,3,[0.191226943194,0.002093478197,0.004284338364,0.00250458555434],[0.611528550175,1,0.611528550175],0.05002733633,0.7410190335,plant cell,-> only allows -> food -> entails -> plant cell -> is^-1 ->,chloroplast,Chloroplast is Plant cell only allows food to be made through photosynthesis./Chloroplast is Plant cell only allows food to be made through photosynthesis.,N/A,Chloroplast is Plant cell only allows food to be made through photosynthesis./Chloroplast is Plant cell only allows food to be made through photosynthesis./chloroplast is Plant cell only allows food to be made through photosynthesis.,,,,,,3?,"Chloroplast is part of plant cell,photosynthesis",,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,102,3,[0.191226943194,0.002868426932,0.004284338364,0.00250458555434],[0.670341210219,1,0.611528550175],0.05022107351,0.7606232535,plant cell,-> occurs^-1 -> photosynthesis -> entails -> plant cell -> is^-1 ->,chloroplast,Chloroplast is Part of the plant cell where photosynthesis occurs./Chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is part of the plant cell where photosynthesis occurs.,N/A,Chloroplast is Plant cell only allows food to be made through photosynthesis./Chloroplast is Plant cell only allows food to be made through photosynthesis./chloroplast is Plant cell only allows food to be made through photosynthesis.,,,,,,3?,"Chloroplast is part of plant cell,photosynthesis",,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,93,3,[0.191226943194,0.003006763052,0.0038507092,0.00250458555434],[0.863205104093,0.7128640066,0.56530226778],0.05014725025,0.7137904595,plant cell,-> is -> cell -> entails -> plant cell -> is^-1 ->,chloroplast,plant cell is Chloroplasts can only be found in this type of cell.,N/A,Chloroplast is The part of a plants cell where photosynthesis takes place.,,,,,,3?,"Chloroplast is part of plant cell,photosynthesis",,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,113,3,[0.191226943194,0.002868426932,0.003843020262,0.00250458555434],[0.670341210219,1,0.940528444832],0.05011074399,0.870289885,plant cell,-> occurs^-1 -> photosynthesis -> entails -> plant cell structure -> is^-1 ->,chloroplast,Chloroplast is Part of the plant cell where photosynthesis occurs./Chloroplast is part of the plant cell where photosynthesis occurs./chloroplast is part of the plant cell where photosynthesis occurs.,N/A,chloroplast is a plant cell structure in which photosynthesis occurs./Chloroplast is A plant cell structure in which photosynthesis occurs.,,,,,,3?,"Chloroplast is part of plant cell,photosynthesis",,,,,,,,,,,,,
175648,Which of these could only be found inside a plant cell?,nucleus,chloroplasts,mitochondria,cytoplasm,B,11,3,[0.191226943194,0.002249483176,0.003778319549,0.00250458555434],[0.670341240021,0.868213998,1.0],0.04993983287,0.8461850794,plant cell,-> contains -> chlorophyll -> is -> plant cell -> entails ->,chloroplast,chloroplasts is organelle in a plant cell that contains chlorophyll./chloroplast is organelle in a plant cell that contains chlorophyll./chloroplast is the part of the plant cell that contains chlorophyll./chloroplast is round,green structure in a plant cell that contains chlorophyll.,chlorophyll is the green substance found inside the chloroplast in a plant cell that enables the plant to produce food.,N/A,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,73,2,[0.439100940401,0.005472866013,0.00771899105317],[0.820808214228,1.0],0.1507642658,0.9104041071,circulatory system,-> is -> body system -> entails ->,body,circulatory system is body system essential for life that includes the heart,blood,veins,arteries,and capillaries with the functions that include oxygen flow,blood circulation,and transport of nutrients,waste removal,and the movement of hormones.,N/A,3,Negation not explicitly specified,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,75,2,[0.439100940401,0.00324800184,0.00771899105317],[0.479021619661,1.0],0.1500226444,0.7395108098,circulatory system,-> is -> system -> entails ->,body,circulatory system is system that carries blood throughout body.,N/A,,,,,,,,,1,,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,80,2,[0.439100940401,0.005186486768,0.00771899105317],[0.663173137024,1.0],0.1506688061,0.8315865685,circulatory system,-> is -> organ group -> entails ->,body,circulatory system is organ group that carries oxygen and removes wastes from the body.,N/A,,,,,,,,,1,,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,86,2,[0.439100940401,0.01908259287,0.00771899105317],[1.0,0.752581952927],0.1553008414,0.8762909765,circulatory system,-> entails -> system -> defends ->,body,N/A,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,,,,,,2,match with keywords in answer(immune system),,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,87,2,[0.439100940401,0.003466682851,0.00771899105317],[0.444636673081,1.0],0.1500955381,0.7223183365,circulatory system,-> is -> organ system -> entails ->,body,circulatory system is The organ system that moves blood through the body.,N/A,,,,,,,,,1,,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,92,2,[0.439100940401,0.004230953746,0.00771899105317],[0.664226935768,1.0],0.1503502951,0.8321134679,circulatory system,-> is -> body -> entails ->,body,circulatory system is transports materials from one part of the body to another.,N/A,,,,,,,,,1,,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,95,2,[0.439100940401,0.003241507583,0.00771899105317],[0.479021619661,1.0],0.1500204797,0.7395108098,circulatory system,-> is -> system -> entails ->,body,circulatory system is system that transports materials throughout the body.,N/A,,,,,,,,,1,,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,108,2,[0.439100940401,0.002930279642,0.00771899105317],[0.444636673081,1.0],0.149916737,0.7223183365,circulatory system,-> is -> transport material -> entails ->,body,circulatory system is transports materials around the body.,N/A,,,,,,,,,1,,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,109,2,[0.439100940401,0.003613919183,0.00771899105317],[0.444636673081,1.0],0.1501446169,0.7223183365,circulatory system,-> circulates -> oxygen,-> entails ->,body,Circulatory System (Cardiovascular) is Pumps and circulates blood containing oxygen,nutrients and CO2 throughout the body.,N/A,,,,,,,3,Some functions of Circulatory system specfied,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,119,2,[0.439100940401,0.004062604687,0.00771899105317],[0.433802765641,1.0],0.1502941787,0.7169013828,circulatory system,-> is -> body -> entails ->,body,circulatory system is brings oxygen and nutrients to the cells of the body.,N/A,,,,,,,,,1,,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,72,3,[0.0709126837123,0.01122408794,0.01908259287,0.00771899105317],[1.0,1.025437253,0.752581952927],0.02723458889,0.9260064019,is not,-> entails -> organism -> recognizes^-1 -> system -> defends ->,body,N/A,The system recognizes organisms that are not normally in the body and develops antibodies needed to control and destroy the invaders.,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,,,2,match with keywords in answer(immune system),,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,74,3,[0.439100940401,0.005472866013,0.01908259287,0.00771899105317],[0.820808214228,1,0.752581952927],0.1178438476,0.8577967224,circulatory system,-> is -> body system -> entails -> system -> defends ->,body,circulatory system is body system essential for life that includes the heart,blood,veins,arteries,and capillaries with the functions that include oxygen flow,blood circulation,and transport of nutrients,waste removal,3,Negation not explicitly specified,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,76,3,[0.439100940401,0.00324800184,0.01908259287,0.00771899105317],[0.479021619661,1,0.752581952927],0.1172876315,0.7438678575,circulatory system,-> is -> system -> entails -> system -> defends ->,body,circulatory system is system that carries blood throughout body.,N/A,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,,,2,match with keywords in answer(immune system),,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,79,3,[0.439100940401,0.005099117797,0.01908259287,0.00771899105317],[0.637272842171,1,0.752581952927],0.1177504105,0.796618265,circulatory system,-> is -> organ system -> entails -> system -> defends ->,body,circulatory system is the organ system made up of the heart,blood vessels,and blood thet transport materials throughout the body.,N/A,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,3,Circulatory and immune system,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,89,3,[0.439100940401,0.003466682851,0.01908259287,0.00771899105317],[0.444636673081,1,0.752581952927],0.1173423018,0.7324062087,circulatory system,-> is -> organ system -> entails -> system -> defends ->,body,circulatory system is The organ system that moves blood through the body.,N/A,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,,,3,Circulatory and immune system,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,94,3,[0.439100940401,0.006480461437,0.01908259287,0.00771899105317],[0.966245642773,1,0.752581952927],0.1180957464,0.9062758652,circulatory system,-> is -> organism -> entails -> system -> defends ->,body,The circulatory system is the material transport system of an organism.,N/A,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,,,3,Circulatory and immune system,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,100,3,[0.439100940401,0.005957860499,0.01908259287,0.00771899105317],[0.444636673081,0.4790216197,0.752581952927],0.1179650962,0.5587467486,circulatory system,-> pumps -> blood -> carries^-1 -> system -> defends ->,body,The circulatory system pumps blood through the body.,circulatory system is system that carries blood throughout body.,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,,,3,Circulatory and immune system,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,120,3,[0.439100940401,0.005908768728,0.01908259287,0.00771899105317],[0.728133660176,1,0.752581952927],0.1179528233,0.8269052044,circulatory system,-> is -> system -> entails -> system -> defends ->,body,circulatory system is system responsible for transporting nutrients,water,and oxygen to the cells and carrying away wastes.,N/A,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,3-4,Negation not specified and immune system,,,,,,,,,,,,,
176838,Which of these is not a function of the circulatory system?,break down food into nutrients,transport nutrients and oxygen,remove waste products from the body,defend the body against foreign invaders,A,125,3,[0.439100940401,0.004547765803,0.01908259287,0.00771899105317],[0.649219626454,1,0.752581952927],0.1176125725,0.8006005265,circulatory system,-> is -> body system -> entails -> system -> defends ->,body,circulatory system is body system that handles transport of all needed supplies to all cells of the body.,N/A,immune system is The system that defends the body against foreign substances from the outside./immune system is system that protects the body against infection.,,,,,,3,Circulatory and immune system,,,,,,,,,,,,,
